nombre,Fecha,data
x1,2008-09-16,69.8
x1,2008-09-17,72.6
x1,2008-09-18,68.09
x1,2008-09-19,82.86
x1,2008-09-20,129.3
x1,2008-09-21,89.81
x1,2008-09-22,83.3
x1,2008-09-23,121.41
x1,2008-09-24,121.37
x1,2008-09-25,151.18
x1,2008-09-26,137.86
x1,2008-09-27,176.36
x1,2008-09-28,130.36
x1,2008-09-29,130.09
x1,2008-09-30,108.89
x1,2008-10-01,99.33
x1,2008-10-02,98.63
x1,2008-10-03,109.52
x1,2008-10-04,150.33
x1,2008-10-05,117.64
x1,2008-10-06,101.71
x1,2008-10-07,84.06
x1,2008-10-08,100.9
x1,2008-10-09,128.14
x1,2008-10-10,116.96
x1,2008-10-11,82.35
x1,2008-10-12,74.61
x1,2008-10-13,118.2
x1,2008-10-14,52.72
x1,2008-10-15,63.48
x1,2008-10-16,57.45
x1,2008-10-17,73.83
x1,2008-10-18,66.53
x1,2008-10-19,72.24
x1,2008-10-20,61.6
x1,2008-10-21,65.73
x1,2008-10-22,53.67
x1,2008-10-23,59.76
x1,2008-10-24,50.81
x1,2008-10-25,50.85
x1,2008-10-26,39.35
x1,2008-10-27,50.72
x1,2008-10-28,47.51
x1,2008-10-29,52.34
x1,2008-10-30,44.58
x1,2008-10-31,34.9
x1,2008-11-01,29.93
x1,2008-11-02,35.91
x1,2008-11-03,34.42
x1,2008-11-04,36.22
x1,2008-11-05,26.21
x1,2008-11-06,33.68
x1,2008-11-07,31.85
x1,2008-11-08,13.87
x1,2008-11-09,24.46
x1,2008-11-10,32.63
x1,2008-11-11,23.03
x1,2008-11-12,18.4
x1,2008-11-13,19.71
x1,2008-11-14,31.25
x1,2008-11-15,16.83
x1,2008-11-16,22.45
x1,2008-11-17,22.13
x1,2008-11-18,30.68
x1,2008-11-19,28.78
x1,2008-11-20,8.54
x1,2008-11-21,18.27
x1,2008-11-22,18.34
x1,2008-11-23,8.06
x1,2008-11-24,24.75
x1,2008-11-25,16.84
x1,2008-11-26,6.62
x1,2008-11-27,16.65
x1,2008-11-28,22.38
x1,2008-11-29,16.02
x1,2008-11-30,10.83
x1,2008-12-01,17.97
x1,2008-12-02,23.38
x1,2008-12-03,22.17
x1,2008-12-04,15.97
x1,2008-12-05,22.27
x1,2008-12-06,16.12
x1,2008-12-07,10.83
x1,2008-12-08,16.27
x1,2008-12-09,11.29
x1,2008-12-10,4.23
x1,2008-12-11,17.77
x1,2008-12-12,11.71
x1,2008-12-13,10.16
x1,2008-12-14,7.99
x1,2008-12-15,11.47
x1,2008-12-16,8.52
x1,2008-12-17,16.6
x1,2008-12-18,13.03
x1,2008-12-19,1.83
x1,2008-12-20,15.66
x1,2008-12-21,4.79
x1,2008-12-22,7.02
x1,2008-12-23,7.96
x1,2008-12-24,7.87
x1,2008-12-25,7.12
x1,2008-12-26,13.16
x1,2008-12-27,11.38
x1,2008-12-28,7.4
x1,2008-12-29,11.81
x1,2008-12-30,13.76
x1,2008-12-31,11.88
x1,2009-01-01,11.3
x1,2009-01-02,24.01
x1,2009-01-03,17.08
x1,2009-01-04,10.47
x1,2009-01-05,13.55
x1,2009-01-06,11.88
x1,2009-01-07,14.23
x1,2009-01-08,12.97
x1,2009-01-09,6.03
x1,2009-01-10,19.03
x1,2009-01-11,11.99
x1,2009-01-12,1.39
x1,2009-01-13,4.88
x1,2009-01-14,3.82
x1,2009-01-15,3.51
x1,2009-01-16,3.6
x1,2009-01-17,-1.3
x1,2009-01-18,8.59
x1,2009-01-19,5.85
x1,2009-01-20,1.91
x1,2009-01-21,1.73
x1,2009-01-22,6.98
x1,2009-01-23,10.88
x1,2009-01-24,7.04
x1,2009-01-25,5.02
x1,2009-01-26,3.22
x1,2009-01-27,3.09
x1,2009-01-28,2.7
x1,2009-01-29,10.92
x1,2009-01-30,6.68
x1,2009-01-31,25.89
x1,2009-02-01,7.76
x1,2009-02-02,14.46
x1,2009-02-03,12.19
x1,2009-02-04,2.99
x1,2009-02-05,8.5
x1,2009-02-06,3.55
x1,2009-02-07,5.06
x1,2009-02-08,10.3
x1,2009-02-09,7.4
x1,2009-02-10,9.54
x1,2009-02-11,7.89
x1,2009-02-12,3.86
x1,2009-02-13,1.05
x1,2009-02-14,3.59
x1,2009-02-15,10.3
x1,2009-02-16,17.35
x1,2009-02-17,11.29
x1,2009-02-18,14.72
x1,2009-02-19,4.35
x1,2009-02-20,5.62
x1,2009-02-21,12.71
x1,2009-02-22,3.94
x1,2009-02-23,11.16
x1,2009-02-24,6.49
x1,2009-02-25,2.85
x1,2009-02-26,4.05
x1,2009-02-27,2.62
x1,2009-02-28,10.66
x1,2009-03-01,9.78
x1,2009-03-02,3.17
x1,2009-03-03,7.38
x1,2009-03-04,2.62
x1,2009-03-05,6.38
x1,2009-03-06,5.77
x1,2009-03-07,4.88
x1,2009-03-08,4.62
x1,2009-03-09,6.78
x1,2009-03-10,0.13
x1,2009-03-11,7.76
x1,2009-03-12,2.91
x1,2009-03-13,8.21
x1,2009-03-14,5.81
x1,2009-03-15,15.39
x1,2009-03-16,8.03
x1,2009-03-17,4.52
x1,2009-03-18,1.98
x1,2009-03-19,1.21
x1,2009-03-20,1.7
x1,2009-03-21,4.75
x1,2009-03-22,4.19
x1,2009-03-23,0
x1,2009-03-24,7.23
x1,2009-03-25,-3.69
x1,2009-03-26,8.99
x1,2009-03-27,1.47
x1,2009-03-28,-1.72
x1,2009-03-29,10.47
x1,2009-03-30,6.18
x1,2009-03-31,42.58
x1,2009-04-01,6.62
x1,2009-04-02,4.87
x1,2009-04-03,0.86
x1,2009-04-04,20.53
x1,2009-04-05,6.85
x1,2009-04-06,11.85
x1,2009-04-07,4.55
x1,2009-04-08,-1.68
x1,2009-04-09,3.77
x1,2009-04-10,10.26
x1,2009-04-11,-1.56
x1,2009-04-12,6.12
x1,2009-04-13,3.68
x1,2009-04-14,1.78
x1,2009-04-15,1.04
x1,2009-04-16,3.07
x1,2009-04-17,3.79
x1,2009-04-18,-1.92
x1,2009-04-19,9.28
x1,2009-04-20,-0.09
x1,2009-04-21,3.35
x1,2009-04-22,3.95
x1,2009-04-23,2.03
x1,2009-04-24,4.2
x1,2009-04-25,1.64
x1,2009-04-26,5.43
x1,2009-04-27,2.38
x1,2009-04-28,4.11
x1,2009-04-29,2.71
x1,2009-04-30,3.44
x1,2009-05-01,4.49
x1,2009-05-02,0.32
x1,2009-05-03,0.67
x1,2009-05-04,-0.32
x1,2009-05-05,3.14
x1,2009-05-06,-0.88
x1,2009-05-07,1.42
x1,2009-05-08,3.6
x1,2009-05-09,0.95
x1,2009-05-10,5.07
x1,2009-05-11,3.8
x1,2009-05-12,10.1
x1,2009-05-13,27.45
x1,2009-05-14,30.85
x1,2009-05-15,29.78
x1,2009-05-16,7.11
x1,2009-05-17,11.6
x1,2009-05-18,6.7
x1,2009-05-19,25.38
x1,2009-05-20,7.87
x1,2009-05-21,5
x1,2009-05-22,7.63
x1,2009-05-23,14.64
x1,2009-05-24,12.88
x1,2009-05-25,12.36
x1,2009-05-26,6.17
x1,2009-05-27,11.08
x1,2009-05-28,14.05
x1,2009-05-29,11.92
x1,2009-05-30,8.05
x1,2009-05-31,3.59
x1,2009-06-01,9.41
x1,2009-06-02,18.02
x1,2009-06-03,12.46
x1,2009-06-04,10.27
x1,2009-06-05,26.42
x1,2009-06-06,26.13
x1,2009-06-07,11.99
x1,2009-06-08,16.29
x1,2009-06-09,16.94
x1,2009-06-10,26.88
x1,2009-06-11,13.74
x1,2009-06-12,16.93
x1,2009-06-13,21.11
x1,2009-06-14,4.4
x1,2009-06-15,20.58
x1,2009-06-16,17.41
x1,2009-06-17,29.18
x1,2009-06-18,41.08
x1,2009-06-19,27.06
x1,2009-06-20,18.26
x1,2009-06-21,28.41
x1,2009-06-22,21.81
x1,2009-06-23,41.55
x1,2009-06-24,37.1
x1,2009-06-25,24.62
x1,2009-06-26,20.29
x1,2009-06-27,21.69
x1,2009-06-28,26.63
x1,2009-06-29,27.2
x1,2009-06-30,47.23
x1,2009-07-01,49.7
x1,2009-07-02,44.79
x1,2009-07-03,40.78
x1,2009-07-04,22.13
x1,2009-07-05,16
x1,2009-07-06,35.41
x1,2009-07-07,13.87
x1,2009-07-08,1.1
x1,2009-07-09,59.28
x1,2009-07-10,31.24
x1,2009-07-11,28.47
x1,2009-07-12,34.17
x1,2009-07-13,13.85
x1,2009-07-14,19.93
x1,2009-07-15,20.1
x1,2009-07-16,16.67
x1,2009-07-17,10.47
x1,2009-07-18,21.62
x1,2009-07-19,8.38
x1,2009-07-20,28.72
x1,2009-07-21,31.72
x1,2009-07-22,1.24
x1,2009-07-23,7.4
x1,2009-07-24,3
x1,2009-07-25,5.69
x1,2009-07-26,6.41
x1,2009-07-27,11.87
x1,2009-07-28,6.82
x1,2009-07-29,8.07
x1,2009-07-30,-3.13
x1,2009-07-31,43.56
x1,2009-08-01,7.15
x1,2009-08-02,21.5
x1,2009-08-03,26.9
x1,2009-08-04,6.29
x1,2009-08-05,14.88
x1,2009-08-06,13.11
x1,2009-08-07,20.66
x1,2009-08-08,7.19
x1,2009-08-09,22.28
x1,2009-08-10,38.38
x1,2009-08-11,4.61
x1,2009-08-12,9.12
x1,2009-08-13,23.93
x1,2009-08-14,10.29
x1,2009-08-15,3.23
x1,2009-08-16,25.46
x1,2009-08-17,59.32
x1,2009-08-18,68.24
x1,2009-08-19,50.44
x1,2009-08-20,56.11
x1,2009-08-21,36.01
x1,2009-08-22,39.77
x1,2009-08-23,37.92
x1,2009-08-24,11.78
x1,2009-08-25,32.89
x1,2009-08-26,23.87
x1,2009-08-27,23.01
x1,2009-08-28,29.15
x1,2009-08-29,35.61
x1,2009-08-30,26.81
x1,2009-08-31,15.54
x1,2009-09-01,31.73
x1,2009-09-02,25.2
x1,2009-09-03,19.41
x1,2009-09-04,9.21
x1,2009-09-05,-3.3
x1,2009-09-06,25.84
x1,2009-09-07,50.69
x1,2009-09-08,4.95
x1,2009-09-09,32.24
x1,2009-09-10,35.88
x1,2009-09-11,34.71
x1,2009-09-12,42.07
x1,2009-09-13,22.72
x1,2009-09-14,39.8
x1,2009-09-15,29.03
x1,2009-09-16,16.35
x1,2009-09-17,20.64
x1,2009-09-18,11.15
x1,2009-09-19,24.2
x1,2009-09-20,76.77
x1,2009-09-21,34.98
x1,2009-09-22,79.41
x1,2009-09-23,42.22
x1,2009-09-24,77.91
x1,2009-09-25,78.23
x1,2009-09-26,132.24
x1,2009-09-27,97.26
x1,2009-09-28,56.96
x1,2009-09-29,53.33
x1,2009-09-30,40.9
x1,2009-10-01,21.79
x1,2009-10-02,34.88
x1,2009-10-03,27.24
x1,2009-10-04,39.28
x1,2009-10-05,18.73
x1,2009-10-06,32.56
x1,2009-10-07,38.2
x1,2009-10-08,52.44
x1,2009-10-09,36.2
x1,2009-10-10,36.98
x1,2009-10-11,29.59
x1,2009-10-12,24.09
x1,2009-10-13,13.99
x1,2009-10-14,20.66
x1,2009-10-15,16.53
x1,2009-10-16,21.44
x1,2009-10-17,21.82
x1,2009-10-18,24.55
x1,2009-10-19,25.71
x1,2009-10-20,9.06
x1,2009-10-21,27.43
x1,2009-10-22,9.68
x1,2009-10-23,10.47
x1,2009-10-24,22.78
x1,2009-10-25,23.65
x1,2009-10-26,17.43
x1,2009-10-27,25.36
x1,2009-10-28,30.13
x1,2009-10-29,13.78
x1,2009-10-30,28.58
x1,2009-10-31,10.85
x1,2009-11-01,48.78
x1,2009-11-02,43.95
x1,2009-11-03,35.08
x1,2009-11-04,31.16
x1,2009-11-05,61.28
x1,2009-11-06,80.83
x1,2009-11-07,65.21
x1,2009-11-08,45.05
x1,2009-11-09,57.84
x1,2009-11-10,36.82
x1,2009-11-11,43.22
x1,2009-11-12,57.78
x1,2009-11-13,37.24
x1,2009-11-14,33.35
x1,2009-11-15,38.47
x1,2009-11-16,17.74
x1,2009-11-17,32.78
x1,2009-11-18,17.79
x1,2009-11-19,31.68
x1,2009-11-20,19.64
x1,2009-11-21,12.89
x1,2009-11-22,27.9
x1,2009-11-23,22.44
x1,2009-11-24,14.19
x1,2009-11-25,16.55
x1,2009-11-26,22.13
x1,2009-11-27,10.8
x1,2009-11-28,13.66
x1,2009-11-29,18.15
x1,2009-11-30,19.12
x1,2009-12-01,9.7
x1,2009-12-02,8.95
x1,2009-12-03,12.59
x1,2009-12-04,6.84
x1,2009-12-05,22.63
x1,2009-12-06,14.76
x1,2009-12-07,14.36
x1,2009-12-08,6.98
x1,2009-12-09,8.31
x1,2009-12-10,7.73
x1,2009-12-11,6.06
x1,2009-12-12,19.47
x1,2009-12-13,9.68
x1,2009-12-14,8.39
x1,2009-12-15,7.52
x1,2009-12-16,8.43
x1,2009-12-17,11.35
x1,2009-12-18,9.63
x1,2009-12-19,15.31
x1,2009-12-20,17.65
x1,2009-12-21,38.77
x1,2009-12-22,16
x1,2009-12-23,21.88
x1,2009-12-24,11.83
x1,2009-12-25,11.99
x1,2009-12-26,9.06
x1,2009-12-27,10.31
x1,2009-12-28,54
x1,2009-12-29,-33.3
x1,2009-12-30,11.63
x1,2009-12-31,11.57
x1,2010-01-01,6.4
x1,2010-01-02,14.43
x1,2010-01-03,14.62
x1,2010-01-04,3.75
x1,2010-01-05,4.9
x1,2010-01-06,1.34
x1,2010-01-07,13.88
x1,2010-01-08,5.93
x1,2010-01-09,2.62
x1,2010-01-10,1.82
x1,2010-01-11,10.87
x1,2010-01-12,5.32
x1,2010-01-13,10.97
x1,2010-01-14,11.19
x1,2010-01-15,11.71
x1,2010-01-16,2.1
x1,2010-01-17,14.38
x1,2010-01-18,12.62
x1,2010-01-19,7.49
x1,2010-01-20,6.14
x1,2010-01-21,7.1
x1,2010-01-22,7.75
x1,2010-01-23,1.7
x1,2010-01-24,5.47
x1,2010-01-25,14.87
x1,2010-01-26,4.82
x1,2010-01-27,4.39
x1,2010-01-28,1.44
x1,2010-01-29,5.06
x1,2010-01-30,3.33
x1,2010-01-31,1.4
x1,2010-02-01,8.43
x1,2010-02-02,4.52
x1,2010-02-03,7.54
x1,2010-02-04,10.23
x1,2010-02-05,1.35
x1,2010-02-06,7.75
x1,2010-02-07,3.69
x1,2010-02-08,6.71
x1,2010-02-09,9.61
x1,2010-02-10,5.01
x1,2010-02-11,9.17
x1,2010-02-12,5.64
x1,2010-02-13,1.43
x1,2010-02-14,7.09
x1,2010-02-15,0.6
x1,2010-02-16,-2.79
x1,2010-02-17,3.87
x1,2010-02-18,5.47
x1,2010-02-19,1.62
x1,2010-02-20,3.11
x1,2010-02-21,3.35
x1,2010-02-22,4.17
x1,2010-02-23,5.63
x1,2010-02-24,4.31
x1,2010-02-25,5.65
x1,2010-02-26,-0.05
x1,2010-02-27,15.45
x1,2010-02-28,1.41
x1,2010-03-01,9.74
x1,2010-03-02,1.74
x1,2010-03-03,1.67
x1,2010-03-04,5.12
x1,2010-03-05,1.42
x1,2010-03-06,3.33
x1,2010-03-07,1.75
x1,2010-03-08,3.92
x1,2010-03-09,7.24
x1,2010-03-10,0.37
x1,2010-03-11,0.86
x1,2010-03-12,0.27
x1,2010-03-13,0.7
x1,2010-03-14,4.32
x1,2010-03-15,0.58
x1,2010-03-16,1.87
x1,2010-03-17,4.1
x1,2010-03-18,5.11
x1,2010-03-19,-0.85
x1,2010-03-20,-1.83
x1,2010-03-21,7.41
x1,2010-03-22,2.97
x1,2010-03-23,2.77
x1,2010-03-24,1.04
x1,2010-03-25,3.7
x1,2010-03-26,2.55
x1,2010-03-27,3.49
x1,2010-03-28,2.98
x1,2010-03-29,3.69
x1,2010-03-30,2.88
x1,2010-03-31,26.12
x1,2010-04-01,2.39
x1,2010-04-02,1.95
x1,2010-04-03,4.53
x1,2010-04-04,3.99
x1,2010-04-05,5.51
x1,2010-04-06,-0.45
x1,2010-04-07,3.13
x1,2010-04-08,5.83
x1,2010-04-09,5.73
x1,2010-04-10,4.06
x1,2010-04-11,6.9
x1,2010-04-12,5.44
x1,2010-04-13,4.65
x1,2010-04-14,8.84
x1,2010-04-15,6.38
x1,2010-04-16,19.94
x1,2010-04-17,3.36
x1,2010-04-18,3.85
x1,2010-04-19,2.85
x1,2010-04-20,1.15
x1,2010-04-21,2.17
x1,2010-04-22,3.4
x1,2010-04-23,4.32
x1,2010-04-24,7.51
x1,2010-04-25,4.31
x1,2010-04-26,0.72
x1,2010-04-27,1.7
x1,2010-04-28,10.41
x1,2010-04-29,7.2
x1,2010-04-30,7.96
x1,2010-05-01,4.55
x1,2010-05-02,12.25
x1,2010-05-03,7.14
x1,2010-05-04,5.53
x1,2010-05-05,2.43
x1,2010-05-06,4.61
x1,2010-05-07,6.23
x1,2010-05-08,4.73
x1,2010-05-09,5.46
x1,2010-05-10,2.74
x1,2010-05-11,3.42
x1,2010-05-12,3.16
x1,2010-05-13,3.05
x1,2010-05-14,5.68
x1,2010-05-15,6.41
x1,2010-05-16,6.27
x1,2010-05-17,10.71
x1,2010-05-18,13.36
x1,2010-05-19,13.05
x1,2010-05-20,11.7
x1,2010-05-21,13.11
x1,2010-05-22,7.71
x1,2010-05-23,22.25
x1,2010-05-24,8.07
x1,2010-05-25,18.2
x1,2010-05-26,19.36
x1,2010-05-27,25.84
x1,2010-05-28,23.43
x1,2010-05-29,83.58
x1,2010-05-30,88.83
x1,2010-05-31,4.91
x1,2010-06-01,17.22
x1,2010-06-02,12.79
x1,2010-06-03,10.58
x1,2010-06-04,29.89
x1,2010-06-05,11.95
x1,2010-06-06,25.65
x1,2010-06-07,13.29
x1,2010-06-08,16.85
x1,2010-06-09,15.41
x1,2010-06-10,12.36
x1,2010-06-11,23.28
x1,2010-06-12,34.35
x1,2010-06-13,27.84
x1,2010-06-14,64.68
x1,2010-06-15,15.07
x1,2010-06-16,54.55
x1,2010-06-17,74.83
x1,2010-06-18,26.29
x1,2010-06-19,62.53
x1,2010-06-20,68.18
x1,2010-06-21,20.16
x1,2010-06-22,26.88
x1,2010-06-23,24.21
x1,2010-06-24,19.66
x1,2010-06-25,34.4
x1,2010-06-26,46.66
x1,2010-06-27,84.4
x1,2010-06-28,80.81
x1,2010-06-29,50.99
x1,2010-06-30,48
x1,2010-07-01,73.12
x1,2010-07-02,46.71
x1,2010-07-03,43.62
x1,2010-07-04,50.2
x1,2010-07-05,40.19
x1,2010-07-06,26.7
x1,2010-07-07,53
x1,2010-07-08,67.67
x1,2010-07-09,68.18
x1,2010-07-10,74.89
x1,2010-07-11,61.48
x1,2010-07-12,90.34
x1,2010-07-13,51.5
x1,2010-07-14,67.08
x1,2010-07-15,53.42
x1,2010-07-16,46.4
x1,2010-07-17,52.45
x1,2010-07-18,162.57
x1,2010-07-19,170.67
x1,2010-07-20,154.84
x1,2010-07-21,105.84
x1,2010-07-22,132.75
x1,2010-07-23,94.29
x1,2010-07-24,73.4
x1,2010-07-25,59.72
x1,2010-07-26,102.7
x1,2010-07-27,173.07
x1,2010-07-28,99.94
x1,2010-07-29,71.68
x1,2010-07-30,78.37
x1,2010-07-31,47.85
x1,2010-08-01,104.15
x1,2010-08-02,96.43
x1,2010-08-03,120.28
x1,2010-08-04,165.01
x1,2010-08-05,160.99
x1,2010-08-06,172.72
x1,2010-08-07,135.93
x1,2010-08-08,131.8
x1,2010-08-09,138.1
x1,2010-08-10,121.42
x1,2010-08-11,120.79
x1,2010-08-12,72.1
x1,2010-08-13,108.4
x1,2010-08-14,75.16
x1,2010-08-15,113.35
x1,2010-08-16,127.53
x1,2010-08-17,97.96
x1,2010-08-18,137.13
x1,2010-08-19,210.29
x1,2010-08-20,204.36
x1,2010-08-21,246.12
x1,2010-08-22,277.47
x1,2010-08-23,243.32
x1,2010-08-24,141.85
x1,2010-08-25,195.88
x1,2010-08-26,175.73
x1,2010-08-27,219.46
x1,2010-08-28,248.63
x1,2010-08-29,149.41
x1,2010-08-30,244.57
x1,2010-08-31,50.86
x1,2010-09-01,162.06
x1,2010-09-02,138.55
x1,2010-09-03,111.55
x1,2010-09-04,220.98
x1,2010-09-05,170.4
x1,2010-09-06,125.14
x1,2010-09-07,118.09
x1,2010-09-08,165.1
x1,2010-09-09,133.13
x1,2010-09-10,151.2
x1,2010-09-11,126.01
x1,2010-09-12,121.66
x1,2010-09-13,90.53
x1,2010-09-14,89.67
x1,2010-09-15,76.48
x1,2010-09-16,96.88
x1,2010-09-17,134.82
x1,2010-09-18,134.56
x1,2010-09-19,154.53
x1,2010-09-20,145.34
x1,2010-09-21,150.38
x1,2010-09-22,149.97
x1,2010-09-23,116.06
x1,2010-09-24,104.88
x1,2010-09-25,198.01
x1,2010-09-26,198.06
x1,2010-09-27,297.82
x1,2010-09-28,270.5
x1,2010-09-29,278.84
x1,2010-09-30,178.7
x1,2010-10-01,159.45
x1,2010-10-02,132.38
x1,2010-10-03,119.41
x1,2010-10-04,92.93
x1,2010-10-05,131.83
x1,2010-10-06,79.09
x1,2010-10-07,72.47
x1,2010-10-08,71.84
x1,2010-10-09,71.66
x1,2010-10-10,57.98
x1,2010-10-11,57.96
x1,2010-10-12,64.24
x1,2010-10-13,51.42
x1,2010-10-14,70.02
x1,2010-10-15,42.51
x1,2010-10-16,35.47
x1,2010-10-17,35.92
x1,2010-10-18,42.38
x1,2010-10-19,35.87
x1,2010-10-20,36.09
x1,2010-10-21,35.9
x1,2010-10-22,35.76
x1,2010-10-23,29.04
x1,2010-10-24,43.8
x1,2010-10-25,17.94
x1,2010-10-26,30.39
x1,2010-10-27,33.65
x1,2010-10-28,31.66
x1,2010-10-29,30.78
x1,2010-10-30,17.04
x1,2010-10-31,46.14
x1,2010-11-01,23.24
x1,2010-11-02,31.11
x1,2010-11-03,12.83
x1,2010-11-04,18.46
x1,2010-11-05,25.28
x1,2010-11-06,22.63
x1,2010-11-07,21.7
x1,2010-11-08,19.54
x1,2010-11-09,29.29
x1,2010-11-10,15.66
x1,2010-11-11,29.42
x1,2010-11-12,13.65
x1,2010-11-13,22.88
x1,2010-11-14,25.14
x1,2010-11-15,22.96
x1,2010-11-16,31.4
x1,2010-11-17,30.61
x1,2010-11-18,25.04
x1,2010-11-19,17.15
x1,2010-11-20,8.59
x1,2010-11-21,14.47
x1,2010-11-22,10.61
x1,2010-11-23,24.13
x1,2010-11-24,19.21
x1,2010-11-25,7.59
x1,2010-11-26,25.47
x1,2010-11-27,13.33
x1,2010-11-28,23.88
x1,2010-11-29,12.37
x1,2010-11-30,18.3
x1,2010-12-01,14.42
x1,2010-12-02,36.39
x1,2010-12-03,15.44
x1,2010-12-04,-0.13
x1,2010-12-05,16.25
x1,2010-12-06,2.79
x1,2010-12-07,7.71
x1,2010-12-08,-4.87
x1,2010-12-09,17.72
x1,2010-12-10,22.32
x1,2010-12-11,31.8
x1,2010-12-12,0.5
x1,2010-12-13,18.28
x1,2010-12-14,14.1
x1,2010-12-15,13.61
x1,2010-12-16,19.85
x1,2010-12-17,16.14
x1,2010-12-18,14.32
x1,2010-12-19,15.91
x1,2010-12-20,6.83
x1,2010-12-21,7.37
x1,2010-12-22,11.1
x1,2010-12-23,5.71
x1,2010-12-24,10.31
x1,2010-12-25,0.85
x1,2010-12-26,1.5
x1,2010-12-27,12.15
x1,2010-12-28,25.58
x1,2010-12-29,14.66
x1,2010-12-30,5.07
x1,2010-12-31,15.21
x1,2011-01-01,14.84
x1,2011-01-02,8.67
x1,2011-01-03,8.09
x1,2011-01-04,10.68
x1,2011-01-05,10.97
x1,2011-01-06,15.96
x1,2011-01-07,9.05
x1,2011-01-08,14.92
x1,2011-01-09,3.77
x1,2011-01-10,8.81
x1,2011-01-11,11.98
x1,2011-01-12,14.53
x1,2011-01-13,13.63
x1,2011-01-14,7.03
x1,2011-01-15,17.3
x1,2011-01-16,21.19
x1,2011-01-17,13.2
x1,2011-01-18,3.14
x1,2011-01-19,11.26
x1,2011-01-20,8.68
x1,2011-01-21,-1.25
x1,2011-01-22,3.96
x1,2011-01-23,4.69
x1,2011-01-24,6.85
x1,2011-01-25,5.57
x1,2011-01-26,2.42
x1,2011-01-27,2.35
x1,2011-01-28,11.32
x1,2011-01-29,9.3
x1,2011-01-30,4.99
x1,2011-01-31,47.76
x1,2011-02-01,5.5
x1,2011-02-02,2.23
x1,2011-02-03,7.09
x1,2011-02-04,6.04
x1,2011-02-05,1.34
x1,2011-02-06,2.7
x1,2011-02-07,-51.22
x1,2011-02-08,57.93
x1,2011-02-09,58.66
x1,2011-02-10,-51.61
x1,2011-02-11,0.89
x1,2011-02-12,5.59
x1,2011-02-13,2.12
x1,2011-02-14,6.18
x1,2011-02-15,4.51
x1,2011-02-16,3.5
x1,2011-02-17,5.35
x1,2011-02-18,1.82
x1,2011-02-19,6.53
x1,2011-02-20,3.13
x1,2011-02-21,0.59
x1,2011-02-22,3.96
x1,2011-02-23,5.78
x1,2011-02-24,9
x1,2011-02-25,13.74
x1,2011-02-26,12.6
x1,2011-02-27,6.27
x1,2011-02-28,9.12
x1,2011-03-01,5.65
x1,2011-03-02,2.18
x1,2011-03-03,7.14
x1,2011-03-04,6.28
x1,2011-03-05,1.01
x1,2011-03-06,10.91
x1,2011-03-07,7.39
x1,2011-03-08,8.21
x1,2011-03-09,7.96
x1,2011-03-10,5.75
x1,2011-03-11,5.83
x1,2011-03-12,6.99
x1,2011-03-13,9.04
x1,2011-03-14,6.3
x1,2011-03-15,7.2
x1,2011-03-16,7.21
x1,2011-03-17,2.25
x1,2011-03-18,6.32
x1,2011-03-19,2.38
x1,2011-03-20,5.42
x1,2011-03-21,6.85
x1,2011-03-22,4.33
x1,2011-03-23,3.07
x1,2011-03-24,2.94
x1,2011-03-25,2.89
x1,2011-03-26,2.29
x1,2011-03-27,4.5
x1,2011-03-28,3.12
x1,2011-03-29,3.2
x1,2011-03-30,7.46
x1,2011-03-31,51.93
x1,2011-04-01,14.6
x1,2011-04-02,6.2
x1,2011-04-03,6.3
x1,2011-04-04,3.5
x1,2011-04-05,1
x1,2011-04-06,-3.8
x1,2011-04-07,4.1
x1,2011-04-08,5.9
x1,2011-04-09,3
x1,2011-04-10,6.1
x1,2011-04-11,4.5
x1,2011-04-12,6.9
x1,2011-04-13,1.7
x1,2011-04-14,0.4
x1,2011-04-15,9.1
x1,2011-04-16,-0.1
x1,2011-04-17,32
x1,2011-04-18,-7
x1,2011-04-19,11.6
x1,2011-04-20,13.6
x1,2011-04-21,21.3
x1,2011-04-22,-3.3
x1,2011-04-23,19.1
x1,2011-04-24,1.3
x1,2011-04-25,11.5
x1,2011-04-26,8.4
x1,2011-04-27,5.4
x1,2011-04-28,4
x1,2011-04-29,2.4
x1,2011-04-30,22.6
x1,2011-05-01,-5.08
x1,2011-05-02,3.02
x1,2011-05-03,4.29
x1,2011-05-04,2.64
x1,2011-05-05,4.4
x1,2011-05-06,4.61
x1,2011-05-07,4.15
x1,2011-05-08,2.86
x1,2011-05-09,9.07
x1,2011-05-10,3.56
x1,2011-05-11,2.33
x1,2011-05-12,12.05
x1,2011-05-13,7.25
x1,2011-05-14,4.89
x1,2011-05-15,7.21
x1,2011-05-16,5.36
x1,2011-05-17,5.03
x1,2011-05-18,3.59
x1,2011-05-19,2.96
x1,2011-05-20,6.65
x1,2011-05-21,8.18
x1,2011-05-22,3.06
x1,2011-05-23,3.25
x1,2011-05-24,6.16
x1,2011-05-25,2.28
x1,2011-05-26,3.48
x1,2011-05-27,4.72
x1,2011-05-28,3.07
x1,2011-05-29,5
x1,2011-05-30,-0.75
x1,2011-05-31,30.76
x1,2011-06-01,4.74
x1,2011-06-02,5.17
x1,2011-06-03,2.92
x1,2011-06-04,3.81
x1,2011-06-05,2.96
x1,2011-06-06,5.01
x1,2011-06-07,4.84
x1,2011-06-08,5.22
x1,2011-06-09,0.91
x1,2011-06-10,9.4
x1,2011-06-11,5.67
